commit	total	completeness	length	insight	relevance	style	status	description
58fad92	8.53	8.0	10.0	8.33	8.33	8.0	baseline	aligned prompt to rubric: ### headings, 2000-2800 length, risk prioritization, probability/magnitude, no-bullets; completeness/style bottleneck from missing analyst rating changes and institutional ownership shifts
